"","Timestamp","Priority","Type","Subtype","Description","Source","IP Address","User","File Name","File Hash","Process","Rule Name","Ban Name"
,"Jul 30 2014 03:29:45 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\n.oliva\appdata\local\temp\tmpdff6462fe83144c4b92931cf3b153307.exec.cmd' [62a324cbafdecc1c07c0d2be2a0824d66cc67af920cf566c2c5dab159578e758] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4927-0343A","172.20.3.41","FORDFOUNDATION\n.oliva","tmpdff6462fe83144c4b92931cf3b153307.exec.cmd","62a324cbafdecc1c07c0d2be2a0824d66cc67af920cf566c2c5dab159578e758","c:\windows\syswow64\cmd.exe","Report unapproved scripts",""
,"Jul 30 2014 03:27:00 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\n.oliva\appdata\local\temp\tmpd19308566ea941a7be50ee4142f9c7d5.exec.cmd' [8e537cc6c138529a4635ccdcfa49b458798aa1289c4695038622794c911a6b62] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4927-0343A","172.20.3.41","FORDFOUNDATION\n.oliva","tmpd19308566ea941a7be50ee4142f9c7d5.exec.cmd","8e537cc6c138529a4635ccdcfa49b458798aa1289c4695038622794c911a6b62","c:\windows\syswow64\cmd.exe","Report unapproved scripts",""
,"Jul 30 2014 03:26:31 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\n.oliva\appdata\local\temp\tmpbb03d819eb1e407a88704abfe634e8d7.exec.cmd' [8e537cc6c138529a4635ccdcfa49b458798aa1289c4695038622794c911a6b62] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4927-0343A","172.20.3.41","FORDFOUNDATION\n.oliva","tmpbb03d819eb1e407a88704abfe634e8d7.exec.cmd","8e537cc6c138529a4635ccdcfa49b458798aa1289c4695038622794c911a6b62","c:\windows\syswow64\cmd.exe","Report unapproved scripts",""
,"Jul 30 2014 03:25:00 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\n.oliva\appdata\local\temp\tmp99f759adf08d43bcb0853bbdc15cc719.exec.cmd' [8e537cc6c138529a4635ccdcfa49b458798aa1289c4695038622794c911a6b62] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4927-0343A","172.20.3.41","FORDFOUNDATION\n.oliva","tmp99f759adf08d43bcb0853bbdc15cc719.exec.cmd","8e537cc6c138529a4635ccdcfa49b458798aa1289c4695038622794c911a6b62","c:\windows\syswow64\cmd.exe","Report unapproved scripts",""
,"Jul 30 2014 03:24:47 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\winsxs\temp\pendingdeletes\$$deleteme.sspicli.dll.01cfac0a5911131a.000b' [c0757f98d190d426ebf5b0b6c151bffd0a128344baa4a1ba36db28c16bb4a0f2] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NGAWS112","172.20.48.129","NT AUTHORITY\SYSTEM","$$deleteme.sspicli.dll.01cfac0a5911131a.000b","c0757f98d190d426ebf5b0b6c151bffd0a128344baa4a1ba36db28c16bb4a0f2","c:\windows\system32\rundll32.exe","Report unapproved executables",""
,"Jul 30 2014 03:24:47 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\winsxs\temp\pendingdeletes\$$deleteme.secur32.dll.01cfac0a590e7b0a.000a' [24c349881e7102267d1648f9ca6a9af871f1caa3290ac96ceabcc3724d833c5b] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NGAWS112","172.20.48.129","NT AUTHORITY\SYSTEM","$$deleteme.secur32.dll.01cfac0a590e7b0a.000a","24c349881e7102267d1648f9ca6a9af871f1caa3290ac96ceabcc3724d833c5b","c:\windows\system32\rundll32.exe","Report unapproved executables",""
,"Jul 30 2014 03:24:47 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\winsxs\temp\pendingdeletes\$$deleteme.wininet.dll.01cfac0a55f5c95a.0003' [                                                                ] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NGAWS112","172.20.48.129","NT AUTHORITY\SYSTEM","$$deleteme.wininet.dll.01cfac0a55f5c95a.0003","","c:\windows\system32\rundll32.exe","Report unapproved executables",""
,"Jul 30 2014 03:18:42 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\n.oliva\appdata\local\temp\tmp82f8a1c618e9419289b28f2fefcd2ee6.exec.cmd' [8e537cc6c138529a4635ccdcfa49b458798aa1289c4695038622794c911a6b62] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4927-0343A","172.20.3.41","FORDFOUNDATION\n.oliva","tmp82f8a1c618e9419289b28f2fefcd2ee6.exec.cmd","8e537cc6c138529a4635ccdcfa49b458798aa1289c4695038622794c911a6b62","c:\windows\syswow64\cmd.exe","Report unapproved scripts",""
,"Jul 30 2014 03:18:41 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\n.oliva\appdata\local\temp\tmp068bd940aa124e1fbc3b733328db5946.exec.cmd' [f6d7e92740ed9c48d95c22d98a9bcfa64d7e300fe22e99a5de27b91598428563] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4927-0343A","172.20.3.41","FORDFOUNDATION\n.oliva","tmp068bd940aa124e1fbc3b733328db5946.exec.cmd","f6d7e92740ed9c48d95c22d98a9bcfa64d7e300fe22e99a5de27b91598428563","c:\windows\syswow64\cmd.exe","Report unapproved scripts",""
,"Jul 30 2014 03:18:35 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\n.oliva\appdata\local\temp\tmpd5bfee396a3542b7928e6ad8b9c48cbb.exec.cmd' [8e537cc6c138529a4635ccdcfa49b458798aa1289c4695038622794c911a6b62] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4927-0343A","172.20.3.41","FORDFOUNDATION\n.oliva","tmpd5bfee396a3542b7928e6ad8b9c48cbb.exec.cmd","8e537cc6c138529a4635ccdcfa49b458798aa1289c4695038622794c911a6b62","c:\windows\syswow64\cmd.exe","Report unapproved scripts",""
,"Jul 30 2014 03:15:31 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\n.oliva\appdata\local\temp\tmp1b355159c2a24fa3b59868d74c068ee7.exec.cmd' [8e537cc6c138529a4635ccdcfa49b458798aa1289c4695038622794c911a6b62] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4927-0343A","172.20.3.41","FORDFOUNDATION\n.oliva","tmp1b355159c2a24fa3b59868d74c068ee7.exec.cmd","8e537cc6c138529a4635ccdcfa49b458798aa1289c4695038622794c911a6b62","c:\windows\syswow64\cmd.exe","Report unapproved scripts",""
,"Jul 30 2014 03:05:03 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\beyond compare 3\bcshellex64.dll' [4c82bbd1b07f16a1dca8c912f8784753dd6fac1e8a00ce444623909e4fa5f30d] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4927-0343A","172.20.3.41","FORDFOUNDATION\n.oliva","bcshellex64.dll","4c82bbd1b07f16a1dca8c912f8784753dd6fac1e8a00ce444623909e4fa5f30d","c:\windows\explorer.exe","Report unapproved executables",""
,"Jul 30 2014 03:02:26 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\n.oliva\appdata\local\temp\tmp7996993afce0442ab63ad4b162be19ae.exec.cmd' [768a7ba0f4a5f8bd02c8eaf32a5db4d55537ff637609ac5aa4664882c98e8c17] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4927-0343A","172.20.3.41","FORDFOUNDATION\n.oliva","tmp7996993afce0442ab63ad4b162be19ae.exec.cmd","768a7ba0f4a5f8bd02c8eaf32a5db4d55537ff637609ac5aa4664882c98e8c17","c:\windows\syswow64\cmd.exe","Report unapproved scripts",""
,"Jul 30 2014 03:00:57 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\system32\drivers\ssudbus.sys' [8e2ecc9aaef3c6eba2e61d25f657fdfcc72ab517cc4fd5fff992e1f9eb942662] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4812-0743","172.20.7.35","NT AUTHORITY\SYSTEM","ssudbus.sys","8e2ecc9aaef3c6eba2e61d25f657fdfcc72ab517cc4fd5fff992e1f9eb942662","c:\windows\system32\ntoskrnl.exe","Report unapproved executables",""
,"Jul 30 2014 02:55:37 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\n.oliva\appdata\local\temp\tmpfdda645856164f1691b0abed1262552a.exec.cmd' [758c602f2dc900f59a49f0d8df1f48daa5ff8c209dc1bc1acba5dff5e3a486e1] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4927-0343A","172.20.3.41","FORDFOUNDATION\n.oliva","tmpfdda645856164f1691b0abed1262552a.exec.cmd","758c602f2dc900f59a49f0d8df1f48daa5ff8c209dc1bc1acba5dff5e3a486e1","c:\windows\syswow64\cmd.exe","Report unapproved scripts",""
,"Jul 30 2014 02:54:52 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\n.oliva\appdata\local\temp\tmpe6dc9d109b814a2e8515cda91125fbaa.exec.cmd' [49d859812c5aadd80797543a3370404a3de594766c32022348a1d20af8a87dda] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4927-0343A","172.20.3.41","FORDFOUNDATION\n.oliva","tmpe6dc9d109b814a2e8515cda91125fbaa.exec.cmd","49d859812c5aadd80797543a3370404a3de594766c32022348a1d20af8a87dda","c:\windows\syswow64\cmd.exe","Report unapproved scripts",""
,"Jul 30 2014 02:54:50 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\n.oliva\appdata\local\temp\tmpeddd6497b04e41769a30fd3f81d4be3f.exec.cmd' [758c602f2dc900f59a49f0d8df1f48daa5ff8c209dc1bc1acba5dff5e3a486e1] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4927-0343A","172.20.3.41","FORDFOUNDATION\n.oliva","tmpeddd6497b04e41769a30fd3f81d4be3f.exec.cmd","758c602f2dc900f59a49f0d8df1f48daa5ff8c209dc1bc1acba5dff5e3a486e1","c:\windows\syswow64\cmd.exe","Report unapproved scripts",""
,"Jul 30 2014 02:54:49 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\n.oliva\appdata\local\temp\tmpd73d9f63dafb4f5b9c852f5299022635.exec.cmd' [b375e7fd96df6e02e1b3f8c093128a6d0ef4e871dc82ecc5a7657e9e0f6686d2] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4927-0343A","172.20.3.41","FORDFOUNDATION\n.oliva","tmpd73d9f63dafb4f5b9c852f5299022635.exec.cmd","b375e7fd96df6e02e1b3f8c093128a6d0ef4e871dc82ecc5a7657e9e0f6686d2","c:\windows\syswow64\cmd.exe","Report unapproved scripts",""
,"Jul 30 2014 02:54:45 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\n.oliva\appdata\local\temp\tmp1a6fb98fec8343b4b0259fddb90f62e6.exec.cmd' [768a7ba0f4a5f8bd02c8eaf32a5db4d55537ff637609ac5aa4664882c98e8c17] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4927-0343A","172.20.3.41","FORDFOUNDATION\n.oliva","tmp1a6fb98fec8343b4b0259fddb90f62e6.exec.cmd","768a7ba0f4a5f8bd02c8eaf32a5db4d55537ff637609ac5aa4664882c98e8c17","c:\windows\syswow64\cmd.exe","Report unapproved scripts",""
,"Jul 30 2014 02:38:11 PM","Notice","Policy Enforcement","Execution block (banned file)","File 'c:\program files (x86)\serialtrunc\bin\utilserialtrunc.exe' [f87122d708434f1057968fc7351034078a39b1bd530d2ece2eb385a7033bb633] was blocked because it was banned.","FORDFOUNDATION\MEXLT206A","172.21.215.24","NT AUTHORITY\SYSTEM","utilserialtrunc.exe","f87122d708434f1057968fc7351034078a39b1bd530d2ece2eb385a7033bb633","c:\windows\system32\compattel\wicainventory.exe","Block banned file hashes","BlackList"
,"Jul 30 2014 02:38:09 PM","Notice","Policy Enforcement","Execution block (banned file)","File 'c:\program files (x86)\serialtrunc\updateserialtrunc.exe' [f87122d708434f1057968fc7351034078a39b1bd530d2ece2eb385a7033bb633] was blocked because it was banned.","FORDFOUNDATION\MEXLT206A","172.21.215.24","NT AUTHORITY\SYSTEM","updateserialtrunc.exe","f87122d708434f1057968fc7351034078a39b1bd530d2ece2eb385a7033bb633","c:\windows\system32\compattel\wicainventory.exe","Block banned file hashes","BlackList"
,"Jul 30 2014 02:34:26 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\t.novotny\appdata\local\temp\jnisupport6061319334731726063.dll' [9ac997b1ce5d34a82e3dfef81468ee5e08fbdbdbf334c2b82d2783b6d464f334] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS5136B-0442","172.20.4.163","FORDFOUNDATION\t.novotny","jnisupport6061319334731726063.dll","9ac997b1ce5d34a82e3dfef81468ee5e08fbdbdbf334c2b82d2783b6d464f334","c:\program files (x86)\java\jre6\bin\javaw.exe","Report unapproved executables",""
,"Jul 30 2014 02:24:35 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\n.oliva\appdata\local\temp\tmp68ad475d9dd74d0ab04f7950be278f6c.exec.cmd' [49d859812c5aadd80797543a3370404a3de594766c32022348a1d20af8a87dda] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4927-0343A","172.20.3.41","FORDFOUNDATION\n.oliva","tmp68ad475d9dd74d0ab04f7950be278f6c.exec.cmd","49d859812c5aadd80797543a3370404a3de594766c32022348a1d20af8a87dda","c:\windows\syswow64\cmd.exe","Report unapproved scripts",""
,"Jul 30 2014 02:24:31 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\n.oliva\appdata\local\temp\tmp30b6ccf3a93542d3a3a17566d4189c77.exec.cmd' [b375e7fd96df6e02e1b3f8c093128a6d0ef4e871dc82ecc5a7657e9e0f6686d2] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4927-0343A","172.20.3.41","FORDFOUNDATION\n.oliva","tmp30b6ccf3a93542d3a3a17566d4189c77.exec.cmd","b375e7fd96df6e02e1b3f8c093128a6d0ef4e871dc82ecc5a7657e9e0f6686d2","c:\windows\syswow64\cmd.exe","Report unapproved scripts",""
,"Jul 30 2014 02:24:31 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\n.oliva\appdata\local\temp\tmp86850cff5e374cd6b001ffa189f36546.exec.cmd' [758c602f2dc900f59a49f0d8df1f48daa5ff8c209dc1bc1acba5dff5e3a486e1] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4927-0343A","172.20.3.41","FORDFOUNDATION\n.oliva","tmp86850cff5e374cd6b001ffa189f36546.exec.cmd","758c602f2dc900f59a49f0d8df1f48daa5ff8c209dc1bc1acba5dff5e3a486e1","c:\windows\syswow64\cmd.exe","Report unapproved scripts",""
,"Jul 30 2014 02:24:28 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\n.oliva\appdata\local\temp\tmp6f2c75e72e7249deb433675f7728b784.exec.cmd' [768a7ba0f4a5f8bd02c8eaf32a5db4d55537ff637609ac5aa4664882c98e8c17] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS4927-0343A","172.20.3.41","FORDFOUNDATION\n.oliva","tmp6f2c75e72e7249deb433675f7728b784.exec.cmd","768a7ba0f4a5f8bd02c8eaf32a5db4d55537ff637609ac5aa4664882c98e8c17","c:\windows\syswow64\cmd.exe","Report unapproved scripts",""
