"Timestamp","Priority","Type","Subtype","Description","Source","IP Address","User","File Name","File Hash","Process Name","Rule Name","Ban Name"
"Oct 10 2014 02:49:02 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 02:46:24 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 02:43:47 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 02:43:21 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\syswow64\pywintypes27.dll' [241ecbd87410e9b23339d494f9eca7ddf8083472661989f489fdd7fe0b8776b4] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\FFSMQ3302","172.21.19.155","FORDFOUNDATION\b.marks","pywintypes27.dll","241ecbd87410e9b23339d494f9eca7ddf8083472661989f489fdd7fe0b8776b4","pythonw.exe","Report unapproved executables",""
"Oct 10 2014 02:43:21 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\python27\lib\site-packages\win32\win32api.pyd' [ff781837e47a42d7dee3d42854b6d66d73cfbc032c47c9620821b737a82800af] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\FFSMQ3302","172.21.19.155","FORDFOUNDATION\b.marks","win32api.pyd","ff781837e47a42d7dee3d42854b6d66d73cfbc032c47c9620821b737a82800af","pythonw.exe","Report unapproved executables",""
"Oct 10 2014 02:41:09 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 02:38:31 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 02:35:54 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 02:34:09 PM","Info","Policy Enforcement","Execution block (still analyzing)","File 'c:\windows\syswow64\msvcp60.dll' [5a7d7335ec2e5e08dc459e2c972a2a8d62aec500452f1773ade272b56c12ec56] was blocked because Bit9 Agent did not have time to analyze it.","FORDFOUNDATION\CHLLT112","172.20.34.153","NT AUTHORITY\SYSTEM","msvcp60.dll","5a7d7335ec2e5e08dc459e2c972a2a8d62aec500452f1773ade272b56c12ec56","rdsagent.exe","Block unanalyzed scripts and executables",""
"Oct 10 2014 02:33:19 PM","Info","Policy Enforcement","Execution block (still analyzing)","File 'c:\windows\system32\nlsdata0000.dll' [                                                                ] was blocked because Bit9 Agent did not have time to analyze it.","FORDFOUNDATION\CHLLT112","172.20.34.153","NT AUTHORITY\SYSTEM","nlsdata0000.dll","","searchindexer.exe","Block unanalyzed scripts and executables",""
"Oct 10 2014 02:33:17 PM","Info","Policy Enforcement","Execution block (still analyzing)","File 'c:\windows\system32\tcpipcfg.dll' [                                                                ] was blocked because Bit9 Agent did not have time to analyze it.","FORDFOUNDATION\CHLLT112","172.20.34.153","NT AUTHORITY\SYSTEM","tcpipcfg.dll","","svchost.exe","Block unanalyzed scripts and executables",""
"Oct 10 2014 02:33:16 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 02:30:38 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 02:30:09 PM","Info","Policy Enforcement","Execution block (still analyzing)","File 'c:\windows\syswow64\msvcp60.dll' [5a7d7335ec2e5e08dc459e2c972a2a8d62aec500452f1773ade272b56c12ec56] was blocked because Bit9 Agent did not have time to analyze it.","FORDFOUNDATION\CHLLT112","172.20.34.153","NT AUTHORITY\SYSTEM","msvcp60.dll","5a7d7335ec2e5e08dc459e2c972a2a8d62aec500452f1773ade272b56c12ec56","rdsagent.exe","Block unanalyzed scripts and executables",""
"Oct 10 2014 02:29:48 PM","Info","Policy Enforcement","Execution block (still analyzing)","File 'c:\windows\system32\nlsdata0000.dll' [                                                                ] was blocked because Bit9 Agent did not have time to analyze it.","FORDFOUNDATION\CHLLT112","172.20.34.153","NT AUTHORITY\SYSTEM","nlsdata0000.dll","","searchindexer.exe","Block unanalyzed scripts and executables",""
"Oct 10 2014 02:29:47 PM","Info","Policy Enforcement","Execution block (still analyzing)","File 'c:\windows\system32\cdpnotify.dll' [                                                                ] was blocked because Bit9 Agent did not have time to analyze it.","FORDFOUNDATION\CHLLT112","172.20.34.153","NT AUTHORITY\SYSTEM","cdpnotify.dll","","svchost.exe","Block unanalyzed scripts and executables",""
"Oct 10 2014 02:28:00 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 02:25:23 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 02:22:45 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 02:20:07 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 02:17:30 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 02:14:52 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 02:12:14 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 02:12:02 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\wtvr\ctc.dll' [ec48028059808b83f96d73f31dd69e475e554160e990b08feb2aeac150652d72] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS5136B-0442","172.20.4.163","FORDFOUNDATION\t.novotny","ctc.dll","ec48028059808b83f96d73f31dd69e475e554160e990b08feb2aeac150652d72","tlcapp.exe","Report unapproved executables",""
"Oct 10 2014 02:12:02 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\wtvr\tlcassist.dll' [311a25fd1c08abeab842644266cb604b4dc0b91485b4ff740190d6f258b280d4] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS5136B-0442","172.20.4.163","FORDFOUNDATION\t.novotny","tlcassist.dll","311a25fd1c08abeab842644266cb604b4dc0b91485b4ff740190d6f258b280d4","tlcapp.exe","Report unapproved executables",""
"Oct 10 2014 02:11:30 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\program files (x86)\wtvr\tlcapp.exe' [f8858d22710bfba2608e34f2faf887672a45bf1307db872d09e3e95e7c24ae0d] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS5136B-0442","172.20.4.163","FORDFOUNDATION\t.novotny","tlcapp.exe","f8858d22710bfba2608e34f2faf887672a45bf1307db872d09e3e95e7c24ae0d","tlc.exe","Report unapproved executables",""
"Oct 10 2014 02:09:37 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 02:06:59 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 02:04:21 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 02:01:43 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 01:59:05 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 01:58:12 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File '\\ffzaf-52-400\download\mir_agent\agentsetup.msi' [                                                                ] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\ZAFWS3336","172.20.50.210","NT AUTHORITY\SYSTEM","agentsetup.msi","","msiexec.exe","Report unapproved scripts",""
"Oct 10 2014 01:58:11 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File '\\ffzaf-52-400\download\mir_agent\agentsetup.msi' [                                                                ] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\ZAFWS3336","172.20.50.210","FORDFOUNDATION\TA.Johannesburg","agentsetup.msi","","msiexec.exe","Report unapproved scripts",""
"Oct 10 2014 01:56:28 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 01:54:21 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\syswow64\pywintypes27.dll' [241ecbd87410e9b23339d494f9eca7ddf8083472661989f489fdd7fe0b8776b4] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\FFSMQ3302","172.21.19.155","FORDFOUNDATION\b.marks","pywintypes27.dll","241ecbd87410e9b23339d494f9eca7ddf8083472661989f489fdd7fe0b8776b4","pythonw.exe","Report unapproved executables",""
"Oct 10 2014 01:54:21 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\python27\lib\site-packages\win32\win32api.pyd' [ff781837e47a42d7dee3d42854b6d66d73cfbc032c47c9620821b737a82800af] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\FFSMQ3302","172.21.19.155","FORDFOUNDATION\b.marks","win32api.pyd","ff781837e47a42d7dee3d42854b6d66d73cfbc032c47c9620821b737a82800af","pythonw.exe","Report unapproved executables",""
"Oct 10 2014 01:53:50 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 01:51:12 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 01:48:35 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 01:45:57 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 01:43:19 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 01:40:41 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\windows\assembly\gac_msil\smartlogic.semaphore\1.0.0.0__79c3223b893eb0c1\smartlogic.semaphore.dll' [617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d] was blocked because it was unapproved.","FORDFOUNDATION\FFAZU3235","10.4.2.11","FORDFOUNDATION\ffnetspworker_dev","smartlogic.semaphore.dll","617c49a369e5367251ab7114410a87265f0711fb0da9888eb86baac12363011d","owstimer.exe","Block unapproved executables",""
"Oct 10 2014 01:40:19 PM","Notice","Policy Enforcement","Execution block (unapproved file)","File 'c:\users\t.novotny\appdata\roaming\microsoft\windows\start menu\programs\startup\cleanupnortelvpn.bat' [                                                                ] would have blocked if policy setting were not in Report Only mode.","FORDFOUNDATION\NYCWS5136B-0442","172.20.4.163","FORDFOUNDATION\t.novotny","cleanupnortelvpn.bat","","cmd.exe","Report unapproved scripts",""
