"TicketID","Description"
"1514370","Approved grant still appearing on my TDL under "Confirm Grant Amount"     	 Request #122021 Burness Communications was approved in April but is till appearing on my TDL."
"1514171","Need to roll back GSR for Req 105269     	 GSR for FY 2014 was approved and needs to be reverted back to GM SUbmitted"
"1513898","I am using galaxedev2 account for connecting ford foundation production systems through cyber Ark. While connecting production servers  FFSMQ0334 &amp; FFSMQ0333 , I am getting below error:  attached"
"1513051","Please give Dave the admin privilege to ffsmq0523"
"1513037","Some Grantee names are not showing up in the Decreases to Appropriations Report     	 See attachment"
"1512876","Getting error while logging into Cyber ark."
"1518159","I’m unable to login the ffsmq3302 server, please log off all the active connections.    Please note down the login ID before disconnecting the connection"
"1518033","GBSIIQA_BuildAdmin account locked .."
"1513898","I am using galaxedev2 account for connecting ford foundation production systems through cyber Ark. While connecting production servers  FFSMQ0334 &amp; FFSMQ0333 , I am getting below error:  attached"
"1513051","Please give Dave the admin privilege to ffsmq0523"
"1512876","Getting error while logging into Cyber ark."
"1518159","I’m unable to login the ffsmq3302 server, please log off all the active connections.    Please note down the login ID before disconnecting the connection"
"1518033","GBSIIQA_BuildAdmin account locked .."
"1516438","Reporting Period Start Date should be a required field for reporting requirements.     	 Issue found during testing of 27.2"
"1516007","Req# 122899 was recommended by the Director, however, it is not on the TDL for VP Recommendation"
"1514742","Need to add request to 7.31.2014 Agenda     	 Please add req# 122870 to SCHEDULED FOR APPROVAL agenda for July 31, 2014...request was downgraded to change support type and needs to be added back to agenda...did not want to change agenda status in order to not include any other requests that have been VP Recommended"
"1514370","Approved grant still appearing on my TDL under "Confirm Grant Amount"     	 Request #122021 Burness Communications was approved in April but is till appearing on my TDL."
"1514171","Need to roll back GSR for Req 105269     	 GSR for FY 2014 was approved and needs to be reverted back to GM SUbmitted"
"1513898","I am using galaxedev2 account for connecting ford foundation production systems through cyber Ark. While connecting production servers  FFSMQ0334 &amp; FFSMQ0333 , I am getting below error:  attached"
"1513051","Please give Dave the admin privilege to ffsmq0523"
"1513037","Some Grantee names are not showing up in the Decreases to Appropriations Report     	 See attachment"
"1512876","Getting error while logging into Cyber ark."
"1518159","I’m unable to login the ffsmq3302 server, please log off all the active connections.    Please note down the login ID before disconnecting the connection"
"1518033","GBSIIQA_BuildAdmin account locked .."
"1513898","I am using galaxedev2 account for connecting ford foundation production systems through cyber Ark. While connecting production servers  FFSMQ0334 &amp; FFSMQ0333 , I am getting below error:  attached"
"1513051","Please give Dave the admin privilege to ffsmq0523"
"1512876","Getting error while logging into Cyber ark."
"1518159","I’m unable to login the ffsmq3302 server, please log off all the active connections.    Please note down the login ID before disconnecting the connection"
"1518033","GBSIIQA_BuildAdmin account locked .."
"1516438","Reporting Period Start Date should be a required field for reporting requirements.     	 Issue found during testing of 27.2"
"1516007","Req# 122899 was recommended by the Director, however, it is not on the TDL for VP Recommendation"
"1514742","Need to add request to 7.31.2014 Agenda     	 Please add req# 122870 to SCHEDULED FOR APPROVAL agenda for July 31, 2014...request was downgraded to change support type and needs to be added back to agenda...did not want to change agenda status in order to not include any other requests that have been VP Recommended"
"1514370","Approved grant still appearing on my TDL under "Confirm Grant Amount"     	 Request #122021 Burness Communications was approved in April but is till appearing on my TDL."
"1514171","Need to roll back GSR for Req 105269     	 GSR for FY 2014 was approved and needs to be reverted back to GM SUbmitted"
"1513898","I am using galaxedev2 account for connecting ford foundation production systems through cyber Ark. While connecting production servers  FFSMQ0334 &amp; FFSMQ0333 , I am getting below error:  attached"
"1513051","Please give Dave the admin privilege to ffsmq0523"
"1513037","Some Grantee names are not showing up in the Decreases to Appropriations Report     	 See attachment"
"1512876","Getting error while logging into Cyber ark."
"1524670","Galaxedev1 account is not working, please check whether password/account got expired"
"1518159","I’m unable to login the ffsmq3302 server, please log off all the active connections.    Please note down the login ID before disconnecting the connection"
"1518033","GBSIIQA_BuildAdmin account locked .."
"1513898","I am using galaxedev2 account for connecting ford foundation production systems through cyber Ark. While connecting production servers  FFSMQ0334 &amp; FFSMQ0333 , I am getting below error:  attached"
"1513051","Please give Dave the admin privilege to ffsmq0523"
"1512876","Getting error while logging into Cyber ark."
"1525315","I think there may be something happening, or not happening with the TDL.      I have received 3 emails from users stating they did things on the TDL and the items have not progressed to the next approval level within the last hour, 2 within the last 10 minutes.      Can we please look into this immediately?"
"1525312","Req# 121931 was unit confirmed     	 User states above request was unit confirmed from TDL; item is no longer on TDL, status of request still reflects GM Confirmed, workflow shows status of LOADED"
"1524670","Galaxedev1 account is not working, please check whether password/account got expired"
"1522131","grantee contacts should be deactivated and related AD account should be deleted if the contacts belongs to an old grantee whose most recent grant was closed 5 years ago"
"1522127","GBS marks an grantee into PPL because the report requirements for the grantee’s request was overdue.  In the case of requests, the grantee did not receive the grant, therefore the grantee does not owe any report and the overdue on report requirement for requests should not be a reason to put grantees on PPL."
"1519816","Yesterday I finalized and marked “request ready for review ” the DAGs for Request # 122779 (Children’s Action Alliance) and Request # 121228 (Voices for Illinois Children), but somehow they are missing from Jenny’s TDL. Can you please let me know what I need to do to get them back on the workflow."
"1519797","Req# 122925 - 100,000 Strong Foundation     	 I have marked this ready for review.  It should have landed in Elizabeth's TDL for her approval before going to Xav's.  I also checked Xav's and it is not there as yet. I keep refreshing Elizabeth's TDL for almost two hours and it is not there.  Can you please look into this and have it landed at her TDL?  Many thanks.   - Grant Req No: 122925    - Grantee: 100,000 Strong Foundation    - Grant Description: For the establishment and growth of our three signature projects: the 100K Strong Signature Partners Program, the 100K Strong Student Ambassadors Program, and America Strong  Please click on the link below for the Grant Page:  https://gbs.fordfound.org/FF-Grants/Main.aspx?PageId=2005&amp;RequestNo=[122925]#"
"1519776",":  Needing Urgent Help: I've lost a DAG that I'd submitted for approval          Hi Cary &amp; Kevin,               I think GBS doesn’t like me anymore.  Please help me find a DAG No. 121148 that I submitted for approval on Wednesday.  It’s not on the Rep’s tdl nor is it on mine.                 Many thanks for your help. Anna"
"1519710","Request not on the TDL for VP Recommendation     Req# 122899 was recommended by the Director, however, it is not on the TDL for VP Recommendation"
"1518647","Pre-Grant Inquiry was submitted but is not showing up on GP's TDL     	 Pre-Grant Inquiry has been submitted for approval for Req# 123104 by Margaret Hempel yesterday but it is not showing up on Mihaela Fertig's To Do List for approval. The email history in GBS shows it was submitted but only Margaret and myself were copied."
"1518462","Request #122870 not showing as approved       	 Request #122870 received Presidential approval on 07/30/2014 but its Status still shows as "Scheduled for Approval.""
"1518181","Request #123101 does not appear on General Counsel To Do List     	 This is because the conflicting information between Out-of-Agenda Approval (Y) and the expected approval period (a specific approval date).  The workflow for this request needs to be re-processed so that new tasks will be created on Ricardo's TDL.    This is a high priority item as the grant is set to be approved today.     See CCL1122 and CCL1085 for similar issue."
"1518159","I’m unable to login the ffsmq3302 server, please log off all the active connections.    Please note down the login ID before disconnecting the connection"
"1518033","GBSIIQA_BuildAdmin account locked .."
"1516438","Reporting Period Start Date should be a required field for reporting requirements.     	 Issue found during testing of 27.2"
"1516007","Req# 122899 was recommended by the Director, however, it is not on the TDL for VP Recommendation"
"1514742","Need to add request to 7.31.2014 Agenda     	 Please add req# 122870 to SCHEDULED FOR APPROVAL agenda for July 31, 2014...request was downgraded to change support type and needs to be added back to agenda...did not want to change agenda status in order to not include any other requests that have been VP Recommended"
"1514370","Approved grant still appearing on my TDL under "Confirm Grant Amount"     	 Request #122021 Burness Communications was approved in April but is till appearing on my TDL."
"1514338","The Grant Search features does not sort the grants properly     	 The grants list generated with the Grant Search feature is sorted by Request Number (Grant ID). Since grants closed prior to the implementation of GBS 1 were not converted until 2005, the the list (for long-time grantees) begins with 2000 but after listing 2004 grants jumps back to (for example, in the case of Harvard, 1973). The primary sort for this list should be fiscal year and the secondary sort should be PA Number (not Request Number - when there are multiple grants to an organization in one fiscal year, the grant entered first is not necessarily the one approved first)."
"1514171","Need to roll back GSR for Req 105269     	 GSR for FY 2014 was approved and needs to be reverted back to GM SUbmitted"
"1513898","I am using galaxedev2 account for connecting ford foundation production systems through cyber Ark. While connecting production servers  FFSMQ0334 &amp; FFSMQ0333 , I am getting below error:  attached"
"1513051","Please give Dave the admin privilege to ffsmq0523"
"1513037","Some Grantee names are not showing up in the Decreases to Appropriations Report     	 See attachment"
"1512876","Getting error while logging into Cyber ark."
"1524670","Galaxedev1 account is not working, please check whether password/account got expired"
"1518159","I’m unable to login the ffsmq3302 server, please log off all the active connections.    Please note down the login ID before disconnecting the connection"
"1518033","GBSIIQA_BuildAdmin account locked .."
"1513898","I am using galaxedev2 account for connecting ford foundation production systems through cyber Ark. While connecting production servers  FFSMQ0334 &amp; FFSMQ0333 , I am getting below error:  attached"
"1513051","Please give Dave the admin privilege to ffsmq0523"
"1512876","Getting error while logging into Cyber ark."
"1520157","Please make sure these service accounts are not locked and have sufficient permissions to run the windows batch job.                  ·               GBSIIQA_BatchProcess@fordfound.org       ·               GBSII_QADocHandlingService@fordfound.org                  Note:            Please inform this to windows team, our email firewall won’t allow to sent an emails to mindtree.com"
"1519007","Kindly allow sending SMTP emails from FFAZU3401 (10.4.2.9) to smtp.fordfound.org. Thanks."
"1516608","To optimize Sharepoint/FordNet performance, we are requesting the following:      1)        On FFNYC0355 (Sharepoint Production SQL server)   a.         Move the page file to a different disk partition.  Please set the page file to 1.5x RAM.   b.        Set SQL threshold limit to 12GB (if you want the application team to do this, just let us know).   2)        FFNYC0550 (Sharepoint Production Application server):   Increase C:\ drive to have a free space of more than twice RAM (at least 32GB free space is needed).  Please allow space for future system files that usually get loaded every upgrade/patch."
"1514846","Relax Bit9 on CRM QA server (ffsmq2200)"
"1514728","Add Galaxedev1 account to the FF NYC DB Admins AD group. Since GSD doesn't have the access to do it. Hence asssigning to windows team."
"1514157","Please relax the Parity9 security level in order to run all the * .bat scripts on the FFSMQ0503.   These scripts are scheduled and related to the Ontology Server Backup."
"1508106","allow dynamics.exe               This is for machine ffazu3401"
"1507918","Kindly add new server asset,  FFAZU1401  ( 10.4.2.16 ) onto the fordfound.org domain.       Add DNS canonical record, ERP TS UAT for this server.       Add both ffponce and fftriunfo to the server admins group for this server."
"1503347","Kindly add new server asset, FFAZU1300 (10.4.3.10) onto the fordfound.org domain.   Add DNS canonical record, ERPDBUAT for this server.   Add both ffponce and fftriunfo to the server admins group for this server."
"1503121","Relaxed Bit9 Security for a file (sesmove.cmd)"
"1501075","Hi GSD,   Please provide me access (same right as Qinghua Sun) to the Forgotmypassword mailbox.  thanks   Kevin Zhao @ FORDFOUNDATION"
"1499198","Kindly relax Bit 9 security level for FFAZU3401 for software installation"
"1495108","Please set up CISCO AnyConnect VPN for my laptop to work from home."
"1495041","Hello,             Kindly relax Bit 9 security level on FFSMQ0401 and FFSMQ0402 for software installation.                   Cheers,       Oliver"
"1494365","As part of the Change ID 2910 ,  Take VM snapshots for below servers.         The servers involved are:  1)            Sharepoint Production-  a.            FFNYC0235  b.            FFNYC0550  c.             FFNYC0355  2)            Semaphore Prouduction-  a.            FFSMQ0208  b.            FFSMQ0207  c.             FFSMQ0501  d.            FFSMQ0502  e.            FFSMQ0503"
"1494297","As part of the Change ID # 2910,   We need to Relax Bit9 Security on all servers specified below. This should be done before July 19 th  7AM EST .    Please do the needful. Thanks         SharePoint Production-    FFNYC0235    FFNYC0550    FFNYC0355      Semaphore Production-    FFSMQ0208    FFSMQ0207    FFSMQ0501    FFSMQ0502    FFSMQ0503"
"1492115","How can I add explicit implementation tasks to the change request after it has been approved?"
"1490978","I am trying to log into my webex account, and would not accept my user name.  I tried both b.mendoza@fordfoundation.org and b.mendoza@fordfound.org.    Please assist"
"1484514","We need a similar account to use in Production.  We will upgrade Production this coming Saturday.                Please name the account   S.SemaphorePROD@fordfound.org   .  It should be a domain account, and added to the local admin group for servers ffsmq0503, ffsmq0208, and ffsmq0207."
"1484319","GBSExtrnet system event log before 5/22/2014 was deleted, do you have backup?"
"1476805","Loaner laptop request"
"1476803","My system and browser performance is very slow. Please do some cleanup activity and improve the performance."
"1472165","PC move for intern"
"1471680","Configure mail on my Android device."
"1471640","n.ahmed@fordfoundation.org     r.susarla@fordfoundation.org    These two consultants need access to the following modules in MWatch and make them member of “FordGBS” resolver groups.       Incidents    Requests    Change    Problem"
"1469755","Dear GSD, Can you grant access to nycws-SAHI to our Cigniti consultants: n.ahmed@fordfoundation.org r.susarla@fordfoundation.org   thanks, Henry"
"1469498","GSD,   I am trying to install the trial version for Qlick view for testing purpose. But due to Bit 9 security I am not able to. Please allow my computer (NYCWS4853-0243) to install this software. Site for install: http://us-b.demo.qlik.com/download/"
"1469495","My system and browser performance is very slow. Please do some cleanup activity and improve the performance."
"1469342","Dear GSD,     Can you grant access to nycws-psd2 to our Cigniti consultants:     n.ahmed@fordfoundation.org     r.susarla@fordfoundation.org        thanks,     Henry"
"1455579","User requested for 8GB Ram to be installed on her machine. Currently she has 4 GB RAM on it."
"1452714","FFSMQ0300   Please increase disk capacity for the backup drive – W: with an additional 22 GB. Thank you.    Cheers,     Oliver"
"1450620","access share folder at \\ffnyc-52-324        Please check why we cannot access share folder at   \\ffnyc-52-324   .       Thanks,       Qinghua"
"1450463","Ahmed, Nafees    new user account has been approved.        Requested by:  Kwok, Henry            Susarla, Raghunadh    new user account has been approved.        Requested by:  Kwok, Henry          both are consultant account"
"1450063","I have a general problem when I need Windows Explorer access to servers which I RDP to via CyberArk and ffponce. In this particular case, I’m trying to test new ERP interfaces for Concur and ADP. I want to use data from ffsmq0300 where I have Windows Explorer access and move various files for testing to ffazu3300 where I don’t have access. Please create a data share to ffazu3300, E:\Ford Foundation, and all subfolders, and grant access to me and Oliver.      Thanks      Lou"
"1435324","Kindly relax Bit9 security level for FFNYC3250      Cheers,   Oliver"
"1432203","SMARTCONNECT Installation"
"1432195","SMARTCONNECT Installation"
"1427762","From:    Sundar, Flint    Sent:  Monday, June 23, 2014 11:42 AM   To:  Mendoza, Bet   Subject:  FW: Change ID: 2848 - Update CRM2011 to Rollup11        Bet,        Can the backups be deleted? Let me know how long you need them.         Windows Team,         Two weeks from now, can you check with Bet and delete the respective VM snapshots please?        Thanks."
"1417263","Wayne has asked us to install the new version of CITRIX receiver on your computer."
"1417068","Please relax Bit 9 security on ffnyc3300 and ffnyc3250."
"1417020","Kindly relax bit9 security on FFSMQ0401 and FFSMQ0402 terminal servers, in preparation for this afternoon’s software installation."
"1414543","Need to update the  CITRIX receiver application as per the instruction from Wayne."
"1409537","Tomorrow, June 18, we will be upgrading Semaphore to v3.7 on the non-production servers.  Please relax security from 8am through 12pm on the Semaphored DEV and FordNet QA servers, as follows:                      FordNet QA          Application          ffnyc3550"
"1405772","We’re having an issue establishing a connection with one of our ERP consultants, Mark Sheppard from Tribridge. Mark has two user ID’s, m.shepard (for VPN access) and ffshepard (for access to our ERP terminal and database servers).      I believe these ID’s are disabled. Please enable them and reset the password for m.shepard and send him the new one under a separate email to his attention. I had sent Mark instructions and a personal sdtid file for our RSA security passwords. However, Mark says that the file is password protected. Please contact Mark (585-314-0298) or he can call you. We need to get him access to these systems as soon as possible:    ·            VPN    ·            ERP Dev TS  – ffnyc3250    ·            ERP Dev DB – ffnyc3300    ·            ERP  Test DB – ffazu3300    ·            ERP Test TS – ffazu4301    ·            ERP Test App – ffazu3504    ·            ERP Test Web – ffazu3200      Thanks      Lou"
"1405545","Kindly relax Bit9 security level on FFAZU3401, so we may update software. Thanks."
"1396807","Kindly relax Bit9 security on FFAZU3401, so we may install an updated DLL file. Thanks."
"1396643","We regularly update the CRM staff contact list from the Sys-List-Dashboard List in FordPeople.  Please include Summer Interns on this Sys-List-Dashboard list.  The summer interns are needed by the Office of Communications for their mass email activities.              Please give this a high priority, as OC needs for them to be included in the next This Week At Ford email.                 Bet Mendoza        Program Systems Development"
"1396098","My system and browser performance is very slow. Please do some cleanup activity and improve the performance."
"1393448","My system and browser performance is very slow. Please do some cleanup activity and improve the performance."
"1390877","As we discussed, I’d like to request that GP terminal servers (FFSMQ0401 and FFSMQ0402) be rebooted every Monday thru Friday at 8:00 PM (New York Time). Please check to make sure that there are no active user sessions on the servers before they are rebooted. I will be sending out a note to all users, so feel free to contact anyone who is displayed as being active at 8:00. If after being contacted, the user insists that they must continue to work on the server, allow them to do so; alert Oliver Triunfo and I via email; do not reboot that server on that particular evening; but, logoff all disconnected user sessions on that server.      Thank you for your assistance on this      Lou"
"1390468","We need to receive files from an outside consultant. What is the process for providing them with a syncplicity account?"
"1387774","I am trying to login to the above named server using ADM_Sharepoint account.      First, I get this error message.   After I click YES above, I get the below message.    Please do the needful so I can log into the server."
"1387496","I had trouble logging in this morning until I realized that the user ID being presented was GSD’s. This is usually an indication of the last user to log onto a PC. Was this because of a mass software update done for everyone and the GSD ID was used?"
"1387145","Hi,        We are considering to move the GBS related software, e.g. OFAC, web controls, etc., to the ffnyc-52-606/Apps, please advise what is the proper way to proceed        regards,        Kevin Zhao @  FORD FOUNDATION"
"1387105","Hi GSD     Please add  ADM_Reports in the administrator groups of ffsmq03302.   Thanks,   Qinghua"
"1386893","We will be upgrading CRM 2011 to Rollup 11 on the Dev and QA environments.  Please relax any security (Bit9) on the following servers on June 11 from 8am through 10am.      1)        FFSMQ3200 – CRM Dev Application Server   2)        FFSMQ3201 – CRM Dev Web Server   3)        FFSMQ2200 – CRM QA Application Server   4)        FFSMQ22-1  - CRM QA Web SErver"
"1384877","Dear Sir,      I am trying to configure the SharePoint User Profile Service on the FFAZU3550 server(DEV APP).   For the SharePoint server side, all settings are fine regarding for User Profile Service.   I am using the account ffnetSPSync_Dev for the active directory synchronization.   Would you check if this account has the Replicating Directory Changes permission in the active directory?   The below link has the information how to give this permission to a user.   Thank you so much.   Kwang         http://support.microsoft.com/kb/303972"
"1373514","GSD,     I need to restart “ffsmq0209” server.      There are two issues which lead to restart the server.      ·             SQL Server Service is not starting          ·             IIS reset is also not working."
"1367991","Helllo,   Kindly relax Bit 9 enforcement level for FFAZU3401. We are trying to install new DLLs on the development server.    Cheers, Oliver"
"1367671","Please configure the printer in my system"
"1367629","New staff account approved by HR for:  Alvarado, David                  Title:    Summer Intern         Division:    Operations         Office:    New York         Unit:    Information Technology         Subunit:    Program Systems Development         Cost Center:    5440         Position Type:    Intern         HR Legal Name:    David Richard Alvarado         Employee ID:    513838         Manager:            Assistant:            Program Unit:            Initiative:            Grants Manager:           Open FordSCM"
"1357156","Dear Sir,      I am trying to develop the InfoPath Form on my desktop.   The Parity software blocked running the form on my machine.   My desktop name is NYCWSS5132-0243 and IP address is 172.20.2.81.   Please help me.   Thank you.   Kwang"
"1352960","we are facing 2 issues in the Azure environment. Not sure if they are related to the Microsoft Patching.    1. SQL Server Agent job on ffazu0320 was disable. I went and start it. Every time the updates happen, we should make sure it is up, on all the Azure server listed under my name.  2. We want to add “ftp://citrix.foundationcenter.org/ “as trusted site on ffazu0319 and ffazu0320 server. We are using this site to get information from Foundation Center and store in Ford Foundation DW.    - Mitali"
"1348910","Hi GSD   Please allow q.sun to remote login nycws-student01, and allow q.sun to setup outlook mail box at nycws-student01.   Regards   Qinghua"
"1340885","please remove q.sun profile from nycws-student1 machine   I want to recreate new profile on nycws-student1 machine.  Thanks."
"1339698","Kwangkheol Kim account seems to have been decomissioned.  No email, no phone directory.  PLease reinstate immediately.  Should have been active for another 5 months."
"1337797","Webex installation"
"1337313","Please allow ADM_GALAXEDEV1 access FFEXT-52-203 from cyber ark."
"1332630","My system and browser performance is very slow. Please do some cleanup activity and improve the performance."
"1330839","Hi GSD,                 Please create an account CRM_CDService.  thanks                Kevin Zhao @ FORDFOUNDATION"
"1329662","I received the following email and I do not know what this relates to. What is Parity? Kindly advise."
"1323138","Please configure the printer in my system"
"1320265","Assets Tab missing in the MWatch."
"1320080","Please allow the evernote.exe and dropbox.exe on nycws4699-0243"
"1319731","From:  Agrawal, Mitali    Sent:  Thursday, May 15, 2014 12:20 AM   To:  GlobalServiceDesk   Cc:  Kothur, Kavitha   Subject:  Galaxedev5 permission      GSD,      Galaxedev5 needs permission to access the servers.        Thanks,     Mitali"
"1317808","GSD,      I need a soft token for RSA.        Thanks,     Mitali"
"1317711","GSD,      Galaxedev5 needs permission to access the servers.        Thanks,     Mitali"
"1317443","Windows Activation on FFNYC3235 server  Dear Sir,    Would you please take care of the Windows Activation on the FFNYC3235 server?  Thank you.    Kwang"
"1316975","MS Office 2010 Installation on Server FFNYC3550 and FFNYC3235 for Travel Authorization Workflow  Dear Sir,    I am developing the SharePoint Travel Authorization Workflow on FFNYC3235.  I need to have the MS Office 2010 installed on these servers for this development.  Thank you so much for your help.    Kwang"
"1316959","MS Office 2010 Installation on Server FFNYC3550 and FFNYC3235 for Travel Authorization Workflow  Dear Sir,    I am developing the SharePoint Travel Authorization Workflow on the FFNYC3550 and FFNYC3235.  I need to have the MS Office 2010 installed on these servers for this development.  Thank you so much for your help.    Kwang"
"1314307","Please unlock dll under e:\gbs windows services\tsp1services  please unlock these dlls permanent."
"1312336","I have a CISCO phone model 7945 currently in use on 2nd floor with extn - 4895. So please remove the appearance from 8th floor for the same extension."
"1311012","Hi GSD,                 Please allow the application batch process exe in ffnyc-52-220 to test the application"
"1297581","Global Service Desk:        Please install Syncplicity on my workstations, NYCWS4895-0243 and NYCWS4895B-0243. Thanks.        Cheers,     Oliver"
"1281099","Please install Microsoft .NET Framework 4.5 on FFAZU3401. It is a prerequisite for the software I am installing. Thanks."
"1279151","correct format to login with webmail"
"1278997","My system and browser performance is very slow. Please do some cleanup activity and improve the performance."
"1276906","EPV and Access to Servers  Please grant Kwangcheol Kim the  same priviledges as Shuyuan Zhao in all CRM and Sharepoint servers.  He will shadow Shuyuan in all of Shuyuan’s tasks.    Thanks.       Bet Mendoza"
"1276762","Visio Needed      Please install Vision 2010 on Kwancheol Kim’s workstation.  He needs it to draw topology diagrams of our applications.                 Thanks.                  Bet Mendoza          Program Systems Development"
"1276757","suspicious email related"
"1276685","Hello,                 Kindly relax Bit9 enforcement level on FFAZU3504 for software installation of updated SmartConnect v2013 Build 89. Thanks.                 Cheers,         Oliver"
"1276512","From:    Ponce, Lucius    Sent:  Monday, April 28, 2014 10:27 PM   To:  GlobalServiceDesk   Cc:  Tadros, Maged; Earley, Thomas   Subject:  FW: Important: Virus Outbreak        Please see the email I received below. It looks suspicious to me. Please check.        Thanks        Lou         From:      security@corp-it-security.com     [mailto:security@corp-it-security.com]      Sent:  Monday, April 28, 2014 12:39 PM   To:  Ponce, Lucius   Subject:  Important: Virus Outbreak        IMPORTANT - VIRUS OUTBREAK    The recent spike in traffic on our internal network was successfully correlated to a computer virus outbreak. We have taken several measures to limit the impact of the virus on our information systems and cure those affected by it. However, we require your cooperation to confirm eradication of the virus.   Please perform a quick virus check against your machine to ensure that it is not affected by the Amirecivel.C virus by clicking here at your earliest opportunity.     NOTE: This virus will not be detected by your computer's anti-virus as there is no comprehensive detection signature for it.     For more information about this virus please refer to:    http://securityresponse.symantec.com/avcenter/venc/data/w32.amirecivel.c.html#technicaldetails      Thank you once again for your cooperation.    Information Technology    FORD FOUNDATION         ******************************************************************************************  This email may contain confidential and privileged information for the sole use of the intended recipient.  Any review or distribution by others is strictly prohibited.    If you are not the intended recipient, please contact the sender and delete all copies. Thank you.  ******************************************************************************************"
"1269013","Hello,      FFSMQ0200   Please increase disk capacity for the Operating System drive – C: with an additional 2GB.       FFSMQ0300   Please increase disk capacity for the tempdb database drive – T: with an additional 1 GB. Thank you."
"1264689","A new consultant will start his engagement for the Business Applications Group on Monday, April 28.  His term is 6 months.               His name is Kwangcheol Kim.  Please set up a workstation in the consultant area on 2 nd  floor, 43 rd  Street Side.  He needs an AD account, a mailbox, and access to FordNet.  He also needs access to use ADM_Sharepoint and ADM_CRM accounts.               I am cc’ing my manager, George Fertig, who had approved this request."
"1260995","Hello,      I am trying to install eConnect on FFAZU3300 and receiving the following error message.      Cheers,   Oliver"
"1259790","Please export this file with updated data. FORGBS Complete Mwatch ticket details"
"1258703","I have always been able to get to ClickDimensions support page.  Today, I cannot.  I get the message below.  Please unblock."
"1258289","Hi,        The ffazu0523 is no longer needed, please remove this server from domain        Thanks,     Kevin Zhao @ FORDFOUNDATION"
"1257653","Sathish called in to check if any changes made to VPN client recently."
"1250066","Can you set up Outlook on the Student machines for the following users?    We only need one machine per user.                  ·               Lossa, Grace;          ·               Somwaru-Jailall, Rashma;          ·               Silkworth, Rachel         ·               Wollensack, Rebecca                 Please let us know which machine has been set up for which user.    It would be helpful if the machines were close to each other."
"1249218","add ADM_GBS as admin to server ffnyc-52-301 and FFNYC-52-205 and FFNYC-52-208"
"1243633","Pleas allow SMTP for server ffsmq0523  thanks,  Kevin Zhao @ FORDFOUNDATION"
"1215499","Firewall differences between Production and QA environments  In the CRM QA environment, I do not get the proper ClickDimensions icons when changing CD settings.  In CRM Production, the icons show up.  ClickDimensions think it’s a difference in the firewall settings of these two environments.    If there is indeed a firewall difference, can you please set the CRM QA environment to have the same firewall settings as the CRM production environment.  The IP address that need an exception are found in http://help.clickdimensions.com/what-firewall-changes-are-needed-to-allow-clickdimensions-proper-access-to-your-crm-deployment/.    Please let me know if you need additional information.         Bet Mendoza"
"1209477","Hello GSD,      One of the project which I am working currently, needs more  memory. The application crashes a lot on my existing machine. Cannot work  consistently.        Thanks,     Mitali"
"1191681","I noticed that my ffponce profile does not have sys admin rights on the GP Test Terminal Server (FFNYC3250). Please provide those rights.    Thanks"
"1190455","Please add these computers in the domain.     Local user id/password:  q.sun/320E43rd                VM Name        VM Images        CPU     (Cores)        RAM         Actual Name"
